SOURCE: res.md

RESTAURANT: King Croissant
  CATEGORY: كعكة طرابلسية / Tripoli Kaak
    - NINJA BOMB | 15 $
    - LOTUS CREPE | 5.5 $
    - NUTELLA WAFFLE | 6 $
    - KINDER WAFFLE | 6 $
    - NUTELLA CREPE | 5.5 $
    - KINDER CREPE | 5.5 $
    - NINJA CREPE | NINJA CREPE | 6.5 $
    - BROWNIES CREPE | 6.5 $
    - FETTUCCINE CREPE | 6.5 $
    - WRAP CREPE | WRAP CREPE | 6.5 $
    - LOTUS WAFFLE | 6 $
    - 4 SEASON WAFFLE | 4 SEASON WAFFLE | 6 $
    - BUBBLE WAFFLE | 4.5 ~ 6 $
    - PANCAKE FRUIT & CHOCO | 6.5 $
    - PANCAKE TRIPPLE CHOCO | 6.5 $
    - PANCAKE NUTELLA | 6 $
    - PANCAKE BURGER | 7 $
    - PANCAKE HONEY | 5 $
    - STRAWBERRY MILKSHAKE | STRAWBERRY MILKSHAKE | 2.8 ~ 4 $
    - AVOCA MILKSHAKE | AVOCA MILKSHAKE | 3.5 ~ 5 $
    - CARAMEL MILKSHAKE | CARAMEL MILKSHAKE | 2.8 ~ 4 $
    - CHOCOLAE MILKSHAKE | CHOCOLAE MILKSHAKE | 2.8 ~ 4 $
    - OREO MILKSHAKE | OREO MILKSHAKE | 2.8 ~ 4 $
    - ITALIAN ICECREAM | 1.1 ~ 12 $
    - FRESCO | 1 ~ 1.5 $
    - CHOCOLATE MOU | 5 $
    - ICECREAM CUPS | ICECREAM CUPS | 2.55 $
    - FROZEN BOULES | FROZEN BOULES | 2.22 $
    - BANANA SPLIT | BANANA SPLIT | 4.44 $
    - RAMADAN CUP | 3.8 $
    - STRAWBERRY CUP | 4.44 ~ 5.55 $
    - EXTRAS | 0.22 ~ 1.11 $
    - JELLO | 1.11 $
    - MEGHLE | 2 $
    - SPECIAL CAKE PIECES | 3 $
    - CAKE GLACÉ | CAKE GLACÉ | 12.22 ~ 22 $
    - ASHTALEYE | 1.11 $
    - CUSTARD | 1.11 $
    - ECLAIR | 2.7 $
    - RICE PUDDING | 1.11 ~ 3.88 $
    - RAMADAN PLATE | 10 ~ 15 $
    - ASHTA PLATE | 5 ~ 10 $
  CATEGORY: Akkad Specials & Cocktails
  CATEGORY: Special Mixes
  CATEGORY: Fresh Juices
  CATEGORY: Cakes & Pastries
  CATEGORY: Crepes & Waffles
  CATEGORY: Traditional Sweets
  CATEGORY: Ice Cream
  CATEGORY: Fruit Plates & Kashta
  CATEGORY: Add-ons & Extras

RESTAURANT: Al Abdalla
  CATEGORY: Cold Cuts
  CATEGORY: Appetizers
  CATEGORY: Salads
  CATEGORY: Arabic Sandwiches
  CATEGORY: Sandwiches
  CATEGORY: Subs
  CATEGORY: Burgers
  CATEGORY: Drinks
  CATEGORY: Add on
  CATEGORY: الشاورما (Shawarma)
  CATEGORY:  برغر (Burgers)
  CATEGORY: طاووق (Tawook)
  CATEGORY: بطاطا (Fries)
  CATEGORY: مشروبات (Drinks)
  CATEGORY: المعجنات (Pastries – Dozen)
  CATEGORY: مقبلات (Appetizers)
  CATEGORY: سلطات (Salads)
  CATEGORY: Hot Coffee & Espresso
  CATEGORY: Hot Non-Coffee Drinks
  CATEGORY: Iced Coffee & Cold Drinks
  CATEGORY: Frappuccino (Blended)
  CATEGORY: Tea (Hot)
  CATEGORY: Water & Refreshments
  CATEGORY: Sandwiches & Salads
  CATEGORY: Bakery & Sweets
  CATEGORY: Frozen Yogurt

RESTAURANT: Twister Fries
  CATEGORY:  بوظة (Ice Cream)
  CATEGORY: كريب (Crepe)
  CATEGORY: وافل (Waffle)
  CATEGORY: بانكيك (Pancake)
  CATEGORY: سموزي (Smoothies)
  CATEGORY: Sandwiches
  CATEGORY: Burgers
  CATEGORY: Appetizers
  CATEGORY: Drinks
  CATEGORY: Appetizers
  CATEGORY: Bagels
  CATEGORY: Flat Bread \
  CATEGORY: Salad
  CATEGORY: Dips
  CATEGORY: Desserts
  CATEGORY: Hot Drinks
  CATEGORY: Iced Drinks
  CATEGORY: Milkshakes
  CATEGORY: Iced Tea
  CATEGORY: Appetizer
  CATEGORY: Burger
  CATEGORY: Sandwiches
  CATEGORY: Fried (Ma2ali)
  CATEGORY: Meal
  CATEGORY: Offers
  CATEGORY: Drink
  CATEGORY: Pizza
  CATEGORY: Sweet Pizza
  CATEGORY: Starters & Sides
  CATEGORY: Drinks
  CATEGORY: Add-ons
  CATEGORY: Salads Go Green
  CATEGORY: Our Starters & Appetizers
  CATEGORY: Fries Selection
  CATEGORY: Classic Sandwiches
  CATEGORY: Kids Corner
  CATEGORY: Beef Burgers
  CATEGORY: Grilled Chicken Burgers
  CATEGORY: Fried Chicken Burgers
  CATEGORY: Dessert
  CATEGORY: Cool Beverages
  CATEGORY: Milkshake (Ice Cream)
  CATEGORY: Shisha
  CATEGORY: Appetizers
  CATEGORY: Salads
  CATEGORY: Burgers
  CATEGORY: Sandwishes
  CATEGORY: Meat Plates
  CATEGORY: Sauce
  CATEGORY: Appetizers
    - ZEE COLA | كوب V.I.P | 5.00
  CATEGORY: Salads
  CATEGORY: Cold Pasta Salads
  CATEGORY: Baked Tortilla Wrap Sandwiches
  CATEGORY: Specialty Pizza
  CATEGORY: Gourmet Pizza
  CATEGORY: Chicken Pizza
  CATEGORY: Shrimp Pizza
  CATEGORY: Fettuccine Pasta
  CATEGORY: Appetizers
  CATEGORY: Salads
  CATEGORY: Cold Pasta Salads
  CATEGORY: Baked Tortilla Wrap Sandwiches
  CATEGORY: Specialty Pizza
  CATEGORY: Gourmet Pizza
  CATEGORY: Chicken Pizza
  CATEGORY: Shrimp Pizza
  CATEGORY: Fettuccine Pasta

RESTAURANT: Qarmash (Super Bits)

RESTAURANT: Qarmash (Super Bits)

RESTAURANT: Baba Ghanouj
  CATEGORY: Chicken Burger
  CATEGORY: Beef Burger
  CATEGORY: Sandwiches
  CATEGORY: Sea Food
  CATEGORY: Pasta (Penne)
  CATEGORY: Pizza
  CATEGORY: Combo
  CATEGORY: Meals
  CATEGORY: Kids Meal
  CATEGORY: Sides
  CATEGORY: Salad
  CATEGORY: Adds

SOURCE: Document (4).docx

RESTAURANT: Moghrabi Cakes & More
  CATEGORY: اسعار قوالب الكيك / Whole Cake Prices
    - كيك 6 أشخاص | 10 USD
    - كيك 8 أشخاص | 12 USD
    - كيك 10 أشخاص | 15 USD
    - كيك 15 أشخاص | 25 USD
    - كيك كورتينا (6 أشخاص) | 13 USD
    - كيك فرنوار (6 أشخاص) | 13 USD
  CATEGORY: أسعار قطع الكيك / Cake Slice Prices
    - القطعة العادية | 150 L.L
    - القطعة سبيسيال | 200 L.L
  CATEGORY: الجريش والمعجنات / Jarish & Manakish
  CATEGORY: البيتزا / Pizza
  CATEGORY: دزينة / ربطات / Dozen / Bundles
  CATEGORY: أصناف أخرى / Others
  CATEGORY: أصناف أخرى / Marinated
    - حلاوة ودبس | 12.00 USD
  CATEGORY: أصناف أخرى / Raw Chicken
  CATEGORY: أصناف أخرى / Sauces
  CATEGORY: أصناف أخرى / Frozen
  CATEGORY: أصناف أخرى / Pantry
  CATEGORY: شاورما ومشاوي (سندويشات ووجبات) / Shawarma & Grills (Sandwiches & Meals)
  CATEGORY: صحون / Plates
  CATEGORY: برغر / Burgers
  CATEGORY: بطاطا / Potatoes
  CATEGORY: مشروبات / Beverages

SOURCE: Document (7).docx

RESTAURANT:  (مطعم دجاج شعبان)
  CATEGORY: Food
    - Hamburger | همبرغر | 400
    - Cheese Burger | تشيز برغر | 450
    - Chicken Burger | تشكن برغر | 350
    - Chicken Cheese Burger | تشكن تشيز برغر | 400
    - Fajita | فاهيتا | 450
    - Chicken Sub | تشكن ساب | 450
    - Tawook | طاووق | 350
    - Tawook Meal | وجبة طاووق | 750
    - Burger Meal | وجبة برغر | 800
  CATEGORY: SHWRMAzz (Shawarma)
    - Small Chicken Shawarma | شاورما دجاج صغير | 250
    - Large Chicken Shawarma | شاورما دجاج كبير | 350
    - Small Meat Shawarma | شاورما لحمه صغير | 250
    - Large Meat Shawarma | شاورما لحمه كبير | 400
    - Chicken Markouk Shawarma | شاورما دجاج مرقوق | 450
    - Meat Markouk Shawarma | شاورما لحمه مرقوق | 450
    - Half Kilo Chicken Shawarma | نص كيلو شاورما دجاج | 1350
    - Half Kilo Meat Shawarma | نص كيلو شاورما لحمه | 1350
    - Waqiyet (Ounce) Chicken Shawarma | وقية شاورما دجاج | 540
    - Waqiyet (Ounce) Meat Shawarma | وقية شاورما لحمه | 540
    - Chicken Shawarma Meal | وجبة شاورما دجاج | 900
    - Meat Shawarma Meal | وجبة شاورما لحمه | 1000
    - Kilo Chicken / Meat | كيلو دجاج / لحمه | 30
    - Kilo Chicken without fries | كيلو دجاج بدون بطاطا | 25
  CATEGORY: Fries & Sides
    - Large Plate (Fries) | صحن كبير | 450
    - Small Plate (Fries) | صحن صغير | 300
    - Fries Box | علبة بطاطا | 250
    - Small Garlic Box | علبة ثوم صغيرة | 50
    - Large Garlic Box | علبة ثوم كبيرة | 150
    - Salad Box | علبة سلطة | 150
  CATEGORY: Drinks
    - Soft Drink | Soft Drink | 100
    - Akawi | عكاوي | 100000
    - Zaatar | زعتر | 50000
    - Kashkawan | قشقوان | 150000
    - Halloumi | حلوم | 150000
    - Mozzarella | موزاريلا | 150000
    - Two Cheeses | جبنتين | 150000
    - 3 Cheeses (Akawi+Mozzarella+Kashkawan) | 3 اجبان (عكاوي+موزاريلا+قشقوان) | 200000
    - 4 Cheeses (Akawi+Halloumi+Kashkawan+Mozzarella) | 4 اجبان (عكاوي+حلوم+قشقوان+موزاريلا) | 230000
    - Bacon | بيكون | 150000
    - Kiri | كيري | 150000
    - Puck | بوك | 150000
    - Cheese + Cheetos | جبنة + سيتوس | 150000
    - Akawi + Mortadella | عكاوي+مرتديلا | 180000
    - Akawi + Smoked Turkey | عكاوي+حبش مدخن | 200000
    - 5 Cheeses | 5 اجبان (عكاوي+حلوم+نابلسيه+موزاريلا+شيدر) | 250000
    - Cheese (Takis + Vegetables) | جبنه (وتاكز+خضار) | 230000
    - Mozzarella + Mortadella | موزاريلا+مرتديلا | 200000
    - Mozzarella + Smoked Turkey | موزاريلا+حبش مدخن | 230000
    - Kashkawan + Mortadella | قشقوان+مرتديلا | 230000
    - Kashkawan + Smoked Turkey | قشقوان+حبش مدخن | 230000
    - Vegetable Pizza | بيتزا خضار | 250000
    - Sujuk Pizza | بيتزا سجق | 320000
    - Pepperoni Pizza | بيتزا ببيروني | 320000
    - Mortadella Pizza | بيتزا مرتديلا | 300000
    - Mozzarella + Sujuk | موزاريلا+سجق | 300000
    - Fajita | فاهيتا | 350000
    - Hot Dog | هوت دوغ | 350000
    - Pastrami | بسترمة | 350000
    - Tawook + Mozzarella | طاووق+موزاريلا | 300000
    - Kashkawan (Pepperoni + Veg) | قشقوان (ببيروني+خضار) | 250000
    - Hot Dog Plate | صحن هوت دوغ | 450000
    - Plain Croissant | كرواسون ساده | 70000
    - Regular Chocolate | شوكولا عادي | 100000
    - Nutella | نيوتيلا | 180000
    - Pistachio | بيستاشيو | 250000
    - Lotus | لوتس | 150000
    - Oreo | اوريو | 150000
    - Kinder White | كيندر وايت | 150000
    - Kinder Bueno | كيندر بوينو | 150000
    - Chocolate Mix (2) | شوكولا ميكس (2) | 200000
    - Chocolate Mix (3) | شوكولا ميكس (3) | 280000
    - Galaxy | غالاكسي | 150000
    - Luffy Plus | لوفي بلاص | 400000
    - Morgan | المورجان | 200000
    - Big Plain Donut | دوناتس كبير ساده | 100000
    - Big Stuffed Donut | دوناتس كبير محشي | 150000
    - Small Donut | دوناتس صغير | 50000
    - Donut (Stuffed Pistachio) | دوناتس (محشي بيستاشيو) | 200000
    - Eclair | كلير | 100000
    - Cheesecake | شيزكايك | 250000
    - Donuts Plate | صحن دوناتس | 200000
    - Roll Croissant (Nutella) | رول كرواسون (نيوتيلا) | 200000
    - Roll Croissant (Lotus) | رول كرواسون (لوتس) | 200000
    - Roll Croissant (Kinder) | رول كرواسون (كيندر) | 200000
    - Roll Croissant (Pistachio) | رول كرواسون (بيستاشيو) | 100000
    - Donut Skewer | سيخ دوناتس | 100000
    - Donut Cup | كباية دوناتس | 200000
    - Donut Cup (Pistachio) | كباية دوناتس (بيستاشيو) | 250000
    - Mini Special Croissant | ميني سبيسيال كرواسون | 150000
    - Abu Mazen Luxury Manaqish & Pastries | مناقيش ومعجنات أبو مازن الفاخرة | 900000
    - Zaatar | زعتر | 60000
    - Zaatar Mashrouha | زعتر مشروحة | 90000
    - Akawi | عكاوي | 170000
    - Akawi & Kashkawan | عكاوي وقشقوان | 280000
    - Chicken Pieces | تشيكي قطع | 300000
    - Half Cheese Half Zaatar | نص جبنة نص زعتر | 150000
    - Bulgari Cheese | بلغاري | 270000
    - Bulgari & Kashkawan | بلغاري وقشقوان | 330000
    - Halloumi | حلوم | 270000
    - Halloumi & Kashkawan | حلوم وقشقوان | 330000
    - Bacon | بيكون | 250000
    - Bacon & Kashkawan | بيكون وقشقوان | 330000
    - Onion & Tomato | بصل وبندورة | 170000
    - Onion, Tomato & Kashkawan | بصل وبندورة وقشقوان | 300000
    - Meat (Lahm) | لحمة | 250000
    - Meat & Kashkawan | لحمة وقشقوان | 350000
    - Plain Kashkawan | قشقوان ساده | 250000
    - Kishk | كشك | 170000
    - Labneh | لبنة | 170000
    - Mortadella & Kashkawan | مرتديلا وقشقوان | 330000
    - Sujuk & Kashkawan | سجق وقشقوان | 340000
    - Pepperoni & Kashkawan | ببيروني وقشقوان | 370000
    - Turkey & Kashkawan | حبش وقشقوان | 370000
    - Tawook & Kashkawan | طاووق وقشقوان | 350000
    - Fajita & Kashkawan | فاهيتا وقشقوان | 370000
    - Awarma & Kashkawan | قورما وقشقوان | 400000
    - Hot Dog & Kashkawan | هوت دوغ وقشقوان | 350000
    - Diwan Abu Mazen | ديوان ابو مازن | 480000
    - Al Diwan Al Amiri | الديوان الاميري | 350000
    - Al Diwan Al Malaki | الديوان الملكي | 400000
    - Chicken Pieces & Kashkawan | تشيكي قطع وقشقوان | 400000
    - Special | سبيسيال | 550000
    - Akawi | عكاوي | 270000
    - Plain Kashkawan | قشقوان ساده | 290000
    - Akawi & Kashkawan | عكاوي وقشقوان | 350000
    - Bulgari & Kashkawan | بلغاري وقشقوان | 350000
    - Halloumi & Kashkawan | حلوم وقشقوان | 380000
    - Bacon & Kashkawan | بيكون وقشقوان | 370000
    - Chicken Pieces & Kashkawan | تشيكي قطع وقشقوان | 430000
    - Mortadella & Kashkawan | مرتديلا وقشقوان | 380000
    - Turkey & Kashkawan | حبش وقشقوان | 430000
    - Pepperoni & Kashkawan | ببيروني وقشقوان | 430000
    - Hot Dog & Kashkawan | هوت دوغ وقشقوان | 430000
    - Awarma & Kashkawan | قورما وقشقوان | 450000
    - Vegetable | خضرة | 450000
    - Mortadella | مرتديلا | 450000
    - Margherita | مرغاريتا | 450000
    - Sujuk | سجق | 550000
    - Turkey | حبش | 550000
    - Pepperoni | ببيروني | 550000
    - Hot Dog | هوت دوغ | 550000
    - Awarma | قورما | 600000
    - Vegetable | خضرة | 600000
    - Mortadella | مرتديلا | 600000
    - Margherita | مرغاريتا | 600000
    - Sujuk | سجق | 650000
    - Turkey | حبش | 700000
    - Pepperoni | ببيروني | 700000
    - Hot Dog | هوت دوغ | 700000
    - Awarma | قورما | 750000
    -  | زيادة سعر المشروحة لمناقيش (عكاوي، كشك، بصل وبندورة، لبنة، كوكتيل) | 90000
    -  | زيادة سعر المشروحة لباقي أصناف المناقيش | 150000
    -  | أي زيادة (فطر أو ذرة أو فليفلة أو زيتون أو خضار) | 40000
    -  | دزينة المعجنات مشكلة | 250000
    - Sandwich Normal | سندويش عادي | 200000
    - Sandwich Extra | سندويش اكسترا | 250000
    - Sandwich Large | سندويش كبير | 300000
    - Half Dozen | نص دزينة سادة | 150000
    - Half Dozen In Box (with service) | نص دزينة مع سرفيس جات | 400000
    - Dozen | دزينة سادة | 300000
    - Dozen In Box (with service) | دزينة مع سرفيس جات | 800000
    - Dozen & Half (Vegetable Service) | دزينة و نص مع سرفيس | 1050000
    - Two Dozen (Vegetable Service) | دزينتين مع سرفيس | 1200000
    - Vegetable Bag | كيس خضار | 100000
    - Cucumber Pickles Bag | كيس خيار | 100000
    - Cucumis Melo (Snake Cucumber) Bag | كيس مقني | 100000
    - Turnip Pickles Bag | كيس لفت | 100000
    - Chilli Pepper Bag | كيس حر | 100000
    - Jar Cucumber | مرطبان خيار | 400000
    - Jar Cucumis Melo | مرطبان مقني | 400000
    - Jar Eggplant Pickles | مرطبان باذنجان | 500000
    - Red Pepper Small Jar | مرطبان حر أحمر صغير | 300000
    - Red Pepper Large Jar | مرطبان حر أحمر كبير | 500000
    - Red Pepper Box | علبة حر أحمر | 150000
    - Small Box | طراطور صغيرة | 100000
    - Large Box | طراطور كبيرة | 200000
    - Half kilo Dough | نص كيلو عجين | 350000
    - Kilo Dough | كيلو عجين | 700000
    - Soft Drinks | مشروبات غازية | 100000
    - Small Water | مياه صغيرة | 50000
    - Ayran Yogurt | لبن عيران | 100000
    - Cheese Kaakeh | كعكة جبنة | 200000
    - Kashkawan & Akawi Kaakeh | كعكة قشقوان وعكاوي | 325000
    - Mortadella & Kashkawan Kaakeh | كعكة مرتديلا وقشقوان | 325000
    - Mortadella Special Kaakeh | كعكة مرتديلا سبيسيال | 350000
    - Sujuk Kaakeh | كعكة سجق | 325000
    - Sujuk Special Kaakeh | كعكة سجق وسبيسيال | 350000
    - Bran Loaf | رغيف نخالة | 200000
    - Dozen Pastries | دزينة المعجنات | 300000
    - Large Vegetable Plate | صحن خضرة كبير | 100000

